index,Toxic parent tweets,Toxic replies,Toxic Level
982,0.0,0.0,0
987,0.0,0.0,0
988,0.0,0.0,0
989,0.0,0.0,0
990,0.0,0.0,0
991,0.0,0.0,0
995,0.0,0.0,0
1000,0.0,0.0,0
1002,0.0,0.0,0
1003,0.0,0.0,0
1004,0.0,0.0,0
1005,0.0,0.0,0
1008,0.0,0.0,0
1009,0.0,0.0,0
1012,0.0,0.0,0
1013,0.0,0.0,0
1014,0.0,0.0,0
1015,0.0,0.0,0
1017,0.0,0.0,0
1020,0.0,0.0,0
1021,0.0,0.0,0
1022,0.0,0.0,0
1024,0.0,0.0,0
1025,0.0,0.0,0
1028,0.0,0.0,0
1030,0.0,0.0,0
1031,0.0,0.0,0
1032,0.0,0.0,0
1033,0.0,0.0,0
1034,0.0,0.0,0
1035,0.0,0.0,0
1036,0.0,0.0,0
1037,0.0,0.0,0
1040,0.0,0.0,0
1041,0.0,0.0,0
1042,0.0,0.0,0
1044,0.0,0.0,0
1045,0.0,0.0,0
1046,0.0,0.0,0
1047,0.0,0.0,0
1048,0.0,0.0,0
1049,0.0,0.0,0
1050,0.0,0.0,0
1051,0.0,0.0,0
1052,0.0,0.0,0
1053,0.0,0.0,0
1054,0.0,0.0,0
1055,0.0,0.0,0
1056,0.0,0.0,0
1059,0.0,0.0,0
1060,0.0,0.0,0
1061,0.0,0.0,0
1062,0.0,0.0,0
1063,0.0,0.0,0
1066,0.0,0.0,0
1067,0.0,0.0,0
1068,0.0,0.0,0
1069,0.0,0.0,0
1071,0.0,0.0,0
1073,0.0,0.0,0
1078,0.0,0.0,0
1080,0.0,0.0,0
1081,0.0,0.0,0
1082,0.0,0.0,0
1083,0.0,0.0,0
1084,0.0,0.0,0
1087,0.0,0.0,0
1089,0.0,0.0,0
1091,0.0,0.0,0
1092,0.0,0.0,0
1093,0.0,0.0,0
1094,0.0,0.0,0
1096,0.0,0.0,0
1097,0.0,0.0,0
1099,0.0,0.0,0
1100,0.0,0.0,0
1101,0.0,0.0,0
1102,0.0,0.0,0
1103,0.0,0.0,0
1104,0.0,0.0,0
1105,0.0,0.0,0
1107,0.0,0.0,0
1108,0.0,0.0,0
1109,0.0,0.0,0
1110,0.0,0.0,0
1111,0.0,0.0,0
1112,0.0,0.0,0
1113,0.0,0.0,0
1114,0.0,0.0,0
1115,0.0,0.0,0
1116,0.0,0.0,0
1119,0.0,0.0,0
1120,0.0,0.0,0
1121,0.0,0.0,0
1122,0.0,0.0,0
1123,0.0,0.0,0
1126,0.0,0.0,0
1130,0.0,0.0,0
1131,0.0,0.0,0
1132,0.0,0.0,0
1133,0.0,0.0,0
1134,0.0,0.0,0
1138,0.0,0.0,0
1142,0.0,0.0,0
1143,0.0,0.0,0
1144,0.0,0.0,0
1145,0.0,0.0,0
1147,0.0,0.0,0
1148,0.0,0.0,0
1149,0.0,0.0,0
1150,0.0,0.0,0
1152,0.0,0.0,0
1155,0.0,0.0,0
1156,0.0,0.0,0
1157,0.0,0.0,0
1158,0.0,0.0,0
1159,0.0,0.0,0
1160,0.0,0.0,0
1161,0.0,0.0,0
1162,0.0,0.0,0
1163,0.0,0.0,0
1165,0.0,0.0,0
1168,0.0,0.0,0
1169,0.0,0.0,0
1172,0.0,0.0,0
1173,0.0,0.0,0
1174,0.0,0.0,0
1175,0.0,0.0,0
1176,0.0,0.0,0
1178,0.0,0.0,0
1180,0.0,0.0,0
1181,0.0,0.0,0
1182,0.0,0.0,0
1183,0.0,0.0,0
1184,0.0,0.0,0
1185,0.0,0.0,0
1186,0.0,0.0,0
1188,0.0,0.0,0
1190,0.0,0.0,0
1191,0.0,0.0,0
1192,0.0,0.0,0
1193,0.0,0.0,0
1194,0.0,0.0,0
1195,0.0,0.0,0
1196,0.0,0.0,0
1197,0.0,0.0,0
1198,0.0,0.0,0
1201,0.0,0.0,0
1203,0.0,0.0,0
1217,0.0,0.0,0
1218,0.0,0.0,0
1219,0.0,0.0,0
1222,0.0,0.0,0
1233,0.0,0.0,0
1234,0.0,0.0,0
1235,0.0,0.0,0
1236,0.0,0.0,0
1237,0.0,0.0,0
1238,0.0,0.0,0
1239,0.0,0.0,0
1240,0.0,0.0,0
1241,0.0,0.0,0
1243,0.0,0.0,0
1245,0.0,0.0,0
1250,0.0,0.0,0
1251,0.0,0.0,0
1253,0.0,0.0,0
1254,0.0,0.0,0
1257,0.0,0.0,0
1260,0.0,0.0,0
1261,0.0,0.0,0
1264,0.0,0.0,0
1267,0.0,0.0,0
1268,0.0,0.0,0
1269,0.0,0.0,0
1277,0.0,0.0,0
1279,0.0,0.0,0
1280,0.0,0.0,0
1281,0.0,0.0,0
1282,0.0,0.0,0
1285,0.0,0.0,0
1286,0.0,0.0,0
1287,0.0,0.0,0
1291,0.0,0.0,0
1294,0.0,0.0,0
1300,0.0,0.0,0
1301,0.0,0.0,0
1302,0.0,0.0,0
1303,0.0,0.0,0
1304,0.0,0.0,0
1307,0.0,0.0,0
1308,0.0,0.0,0
1309,0.0,0.0,0
1311,0.0,0.0,0
1312,0.0,0.0,0
1315,0.0,0.0,0
1316,0.0,0.0,0
1317,0.0,0.0,0
1335,0.0,0.0,0
1337,0.0,0.0,0
1338,0.0,0.0,0
1357,0.0,0.0,0
1365,0.0,0.0,0
1374,0.0,0.0,0
1377,0.0,0.0,0
1378,0.0,0.0,0
1379,0.0,0.0,0
1380,0.0,0.0,0
1389,0.0,0.0,0
1396,0.0,0.0,0
1398,0.0,0.0,0
1399,0.0,0.0,0
1400,0.0,0.0,0
1401,0.0,0.0,0
1403,0.0,0.0,0
1408,0.0,0.0,0
1412,0.0,0.0,0
1413,0.0,0.0,0
1414,0.0,0.0,0
1418,0.0,0.0,0
1419,0.0,0.0,0
1420,0.0,0.0,0
1421,0.0,0.0,0
1422,0.0,0.0,0
1423,0.0,0.0,0
1424,0.0,0.0,0
1428,0.0,0.0,0
1429,0.0,0.0,0
1431,0.0,0.0,0
1434,0.0,0.0,0
1437,0.0,0.0,0
1438,0.0,0.0,0
1439,0.0,0.0,0
1440,0.0,0.0,0
1445,0.0,0.0,0
1446,0.0,0.0,0
1454,0.0,0.0,0
1477,0.0,0.0,0
1483,0.0,0.0,0
1488,0.0,0.0,0
1490,0.0,0.0,0
1491,0.0,0.0,0
1493,0.0,0.0,0
1497,0.0,0.0,0
1505,0.0,0.0,0
1506,0.0,0.0,0
1507,0.0,0.0,0
1508,0.0,0.0,0
1509,0.0,0.0,0
1510,0.0,0.0,0
1511,0.0,0.0,0
1519,0.0,0.0,0
1523,0.0,0.0,0
1524,0.0,0.0,0
1526,0.0,0.0,0
1527,0.0,0.0,0
1528,0.0,0.0,0
1535,0.0,0.0,0
1536,0.0,0.0,0
1539,0.0,0.0,0
1546,0.0,0.0,0
1548,0.0,0.0,0
1553,0.0,0.0,0
1554,0.0,0.0,0
1555,0.0,0.0,0
1559,0.0,0.0,0
1560,0.0,0.0,0
1573,0.0,0.0,0
1575,0.0,0.0,0
1578,0.0,0.0,0
1579,0.0,0.0,0
1580,0.0,0.0,0
1583,0.0,0.0,0
1587,0.0,0.0,0
1588,0.0,0.0,0
1589,0.0,0.0,0
1590,0.0,0.0,0
1591,0.0,0.0,0
1592,0.0,0.0,0
1593,0.0,0.0,0
1594,0.0,0.0,0
1597,0.0,0.0,0
1598,0.0,0.0,0
1601,0.0,0.0,0
1604,0.0,0.0,0
1609,0.0,0.0,0
1611,0.0,0.0,0
1612,0.0,0.0,0
1616,0.0,0.0,0
1617,0.0,0.0,0
1618,0.0,0.0,0
1619,0.0,0.0,0
1622,0.0,0.0,0
1628,0.0,0.0,0
1629,0.0,0.0,0
1630,0.0,0.0,0
1647,0.0,0.0,0
1651,0.0,0.0,0
1653,0.0,0.0,0
1656,0.0,0.0,0
1657,0.0,0.0,0
1660,0.0,0.0,0
1661,0.0,0.0,0
1670,0.0,0.0,0
1673,0.0,0.0,0
1677,0.0,0.0,0
1678,0.0,0.0,0
1680,0.0,0.0,0
1688,0.0,0.0,0
1690,0.0,0.0,0
1691,0.0,0.0,0
1694,0.0,0.0,0
1695,0.0,0.0,0
1698,0.0,0.0,0
1701,0.0,0.0,0
1702,0.0,0.0,0
1703,0.0,0.0,0
1705,0.0,0.0,0
1706,0.0,0.0,0
1708,0.0,0.0,0
1710,0.0,0.0,0
1711,0.0,0.0,0
1713,0.0,0.0,0
1714,0.0,0.0,0
1715,0.0,0.0,0
1716,0.0,0.0,0
1717,0.0,0.0,0
1724,0.0,0.0,0
1738,0.0,0.0,0
1739,0.0,0.0,0
1741,0.0,0.0,0
1742,0.0,0.0,0
1743,0.0,0.0,0
1745,0.0,0.0,0
1749,0.0,0.0,0
1754,0.0,0.0,0
1755,0.0,0.0,0
1761,0.0,0.0,0
1762,0.0,0.0,0
1763,0.0,0.0,0
1765,0.0,0.0,0
1766,0.0,0.0,0
1769,0.0,0.0,0
1770,0.0,0.0,0
1772,0.0,0.0,0
1773,0.0,0.0,0
1774,0.0,0.0,0
1775,0.0,0.0,0
1776,0.0,0.0,0
1777,0.0,0.0,0
1778,0.0,0.0,0
1780,0.0,0.0,0
1782,0.0,0.0,0
1783,0.0,0.0,0
1784,0.0,0.0,0
1788,0.0,0.0,0
1790,0.0,0.0,0
1792,0.0,0.0,0
1796,0.0,0.0,0
1799,0.0,0.0,0
1800,0.0,0.0,0
1802,0.0,0.0,0
1805,0.0,0.0,0
1806,0.0,0.0,0
1808,0.0,0.0,0
1809,0.0,0.0,0
1814,0.0,0.0,0
1816,0.0,0.0,0
1817,0.0,0.0,0
1820,0.0,0.0,0
1823,0.0,0.0,0
1826,0.0,0.0,0
1830,0.0,0.0,0
1831,0.0,0.0,0
1832,0.0,0.0,0
1834,0.0,0.0,0
1837,0.0,0.0,0
1839,0.0,0.0,0
1841,0.0,0.0,0
1842,0.0,0.0,0
1843,0.0,0.0,0
1857,0.0,0.0,0
1860,0.0,0.0,0
1861,0.0,0.0,0
1866,0.0,0.0,0
1867,0.0,0.0,0
1869,0.0,0.0,0
1870,0.0,0.0,0
1871,0.0,0.0,0
1872,0.0,0.0,0
1873,0.0,0.0,0
1874,0.0,0.0,0
1876,0.0,0.0,0
1879,0.0,0.0,0
1889,0.0,0.0,0
1891,0.0,0.0,0
1896,0.0,0.0,0
1897,0.0,0.0,0
1899,0.0,0.0,0
1901,0.0,0.0,0
1903,0.0,0.0,0
1905,0.0,0.0,0
1906,0.0,0.0,0
1908,0.0,0.0,0
1909,0.0,0.0,0
1910,0.0,0.0,0
1914,0.0,0.0,0
1915,0.0,0.0,0
1916,0.0,0.0,0
1918,0.0,0.0,0
1924,0.0,0.0,0
1925,0.0,0.0,0
1926,0.0,0.0,0
1929,0.0,0.0,0
1931,0.0,0.0,0
1932,0.0,0.0,0
1933,0.0,0.0,0
1940,0.0,0.0,0
1941,0.0,0.0,0
1942,0.0,0.0,0
1947,0.0,0.0,0
1952,0.0,0.0,0
1953,0.0,0.0,0
1954,0.0,0.0,0
1957,0.0,0.0,0
1958,0.0,0.0,0
1959,0.0,0.0,0
1960,0.0,0.0,0
1961,0.0,0.0,0
1962,0.0,0.0,0
1963,0.0,0.0,0
1964,0.0,0.0,0
1965,0.0,0.0,0
1967,0.0,0.0,0
1968,0.0,0.0,0
1969,0.0,0.0,0
1970,0.0,0.0,0
1971,0.0,0.0,0
1973,0.0,0.0,0
1974,0.0,0.0,0
1975,0.0,0.0,0
1993,0.0,0.0,0
1999,0.0,0.0,0
2000,0.0,0.0,0
2001,0.0,0.0,0
2005,0.0,0.0,0
2007,0.0,0.0,0
2009,0.0,0.0,0
2010,0.0,0.0,0
2012,0.0,0.0,0
2015,0.0,0.0,0
2016,0.0,0.0,0
2019,0.0,0.0,0
2022,0.0,0.0,0
2023,0.0,0.0,0
2024,0.0,0.0,0
2025,0.0,0.0,0
2028,0.0,0.0,0
2031,0.0,0.0,0
2042,0.0,0.0,0
2045,0.0,0.0,0
2050,0.0,0.0,0
2051,0.0,0.0,0
2056,0.0,0.0,0
2058,0.0,0.0,0
2059,0.0,0.0,0
2060,0.0,0.0,0
2064,0.0,0.0,0
2066,0.0,0.0,0
2067,0.0,0.0,0
2068,0.0,0.0,0
2071,0.0,0.0,0
2072,0.0,0.0,0
2073,0.0,0.0,0
2077,0.0,0.0,0
2079,0.0,0.0,0
2081,0.0,0.0,0
2082,0.0,0.0,0
2084,0.0,0.0,0
2085,0.0,0.0,0
2086,0.0,0.0,0
2087,0.0,0.0,0
2088,0.0,0.0,0
2096,0.0,0.0,0
2097,0.0,0.0,0
2104,0.0,0.0,0
2110,0.0,0.0,0
2111,0.0,0.0,0
2112,0.0,0.0,0
2113,0.0,0.0,0
2123,0.0,0.0,0
2124,0.0,0.0,0
2131,0.0,0.0,0
2134,0.0,0.0,0
2138,0.0,0.0,0
2140,0.0,0.0,0
2144,0.0,0.0,0
2146,0.0,0.0,0
2147,0.0,0.0,0
2148,0.0,0.0,0
2149,0.0,0.0,0
2150,0.0,0.0,0
2155,0.0,0.0,0
2157,0.0,0.0,0
2161,0.0,0.0,0
2162,0.0,0.0,0
2163,0.0,0.0,0
2165,0.0,0.0,0
2168,0.0,0.0,0
2169,0.0,0.0,0
2174,0.0,0.0,0
2175,0.0,0.0,0
2176,0.0,0.0,0
2177,0.0,0.0,0
2178,0.0,0.0,0
2184,0.0,0.0,0
2190,0.0,0.0,0
2192,0.0,0.0,0
2198,0.0,0.0,0
2204,0.0,0.0,0
2207,0.0,0.0,0
2209,0.0,0.0,0
2211,0.0,0.0,0
2216,0.0,0.0,0
2222,0.0,0.0,0
2225,0.0,0.0,0
2226,0.0,0.0,0
2227,0.0,0.0,0
2228,0.0,0.0,0
2234,0.0,0.0,0
2237,0.0,0.0,0
2239,0.0,0.0,0
2240,0.0,0.0,0
2241,0.0,0.0,0
2242,0.0,0.0,0
2243,0.0,0.0,0
2245,0.0,0.0,0
2246,0.0,0.0,0
2247,0.0,0.0,0
2248,0.0,0.0,0
2251,0.0,0.0,0
2254,0.0,0.0,0
2257,0.0,0.0,0
2259,0.0,0.0,0
2260,0.0,0.0,0
2262,0.0,0.0,0
2263,0.0,0.0,0
2264,0.0,0.0,0
2265,0.0,0.0,0
2266,0.0,0.0,0
2267,0.0,0.0,0
2268,0.0,0.0,0
2269,0.0,0.0,0
2270,0.0,0.0,0
2271,0.0,0.0,0
2273,0.0,0.0,0
2274,0.0,0.0,0
2275,0.0,0.0,0
2276,0.0,0.0,0
2277,0.0,0.0,0
2278,0.0,0.0,0
2283,0.0,0.0,0
2288,0.0,0.0,0
2289,0.0,0.0,0
2290,0.0,0.0,0
2291,0.0,0.0,0
2292,0.0,0.0,0
2293,0.0,0.0,0
2294,0.0,0.0,0
2298,0.0,0.0,0
2299,0.0,0.0,0
2302,0.0,0.0,0
2303,0.0,0.0,0
2305,0.0,0.0,0
2315,0.0,0.0,0
2316,0.0,0.0,0
2317,0.0,0.0,0
2319,0.0,0.0,0
2322,0.0,0.0,0
2327,0.0,0.0,0
2330,0.0,0.0,0
2333,0.0,0.0,0
2334,0.0,0.0,0
2337,0.0,0.0,0
2341,0.0,0.0,0
2343,0.0,0.0,0
2344,0.0,0.0,0
2346,0.0,0.0,0
2350,0.0,0.0,0
2355,0.0,0.0,0
2356,0.0,0.0,0
2357,0.0,0.0,0
